age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn
6,79,33,1,3,3,0.3,29,0,41,1,0
22,115,1,1,5,3,0,29,1,4,0,0
23,146,24,1,0,3,0,13,0,444,0,0
23,65,0,0,0,0,0,38,0,124,0,0
22,160,0,1,2,3,0,35,0,"1,007.00",1,0
20,172,11,0,2,0,3,9,1,109,0,0
20,0,0,0,0,0,0,0,0,3,31,0
18,63,1,0,0,0,0,6,0,"1,056.00",45,1
23,165,15,0,0,0,0,28,2,270,5,0
23,73,34,0,0,0,0,10,0,201,31,0
19,101,1,0,2,0,3,5,0,5,2,0
23,113,0,0,3,0,3,32,0,0,0,0
19,104,0,0,0,0,0,1,0,9,2,1
23,28,2,0,0,0,0,4,0,0,1,0
23,190,15,6,5,3,0,90,118,"1,345.00",0,0
23,200,3,0,0,0,0,16,3,921,0,0
23,16,16,0,0,0,0,2,0,18,31,0
23,72,52,0,0,0,0,46,0,"3,045.00",0,0
22,175,13,1,0,3,0,38,4,493,1,0
22,5,15,0,0,0,0,0,0,7,31,0
22,183,1,7,5,3,0,32,5,119,1,0
21,119,16,0,0,0,0,5,3,91,4,0
23,123,14,0,0,0,0,5,0,15,0,0
3,53,53,0,0,0,0,26,4,0,0,0
23,148,37,0,0,0,0,84,7,142,10,0
21,81,19,0,0,0,0,6,0,10,31,0
23,105,11,0,1,0,3,18,1,459,3,0
23,130,15,0,0,0,0,26,1,27,0,0
20,175,7,0,0,0,0,10,4,54,0,0
21,25,9,0,0,0,0,0,0,25,31,0
3,125,125,3,3,2.7,2.7,172,0,0,0,0
23,5,24,0,2,0,0,17,0,0,114,0
23,179,26,0,0,0,0,16,2,282,0,0
22,193,1,1,1,3,3,18,5,322,1,0
23,67,25,0,0,0,0,4,0,20,11,0
23,15,3,0,0,0,0,0,0,0,31,1
20,202,2,0,0,0,0,20,2,419,3,0
23,113,10,2,2,3,3,16,0,57,31,0
23,132,2,0,1,0,3,19,5,11,0,0
22,171,22,0,0,0,0,5,3,285,0,0
23,104,7,1,1,3,3,3,0,27,1,0
3,0,0,0,0,0,0,2,0,0,0,0
22,140,3,0,0,0,0,111,5,6,2,0
19,188,11,0,3,0,3,69,2,194,0,0
23,66,0,0,0,0,0,3,0,101,13,0
23,166,9,0,0,0,0,29,0,650,0,0
23,66,42,0,0,0,0,12,0,134,1,0
23,117,44,0,1,0,3,8,2,44,0,0
23,93,19,0,0,0,0,8,0,18,5,0
23,97,52,0,0,0,0,0,1,231,0,0
23,62,3,0,0,0,0,0,0,20,31,0
23,44,1,0,0,0,0,0,0,128,31,0
23,144,0,0,0,0,0,9,0,170,1,0
22,37,0,1,1,3,3,6,0,12,9,0
23,134,10,0,2,0,3,1,0,94,2,0
23,97,1,0,0,0,0,5,0,50,15,0
22,161,26,1,1,3,3,42,7,96,2,0
22,133,5,0,4,0,3,27,0,467,4,0
23,200,0,1,2,2,1,20,1,15,0,0
22,95,35,1,1,2,2,14,0,91,31,0
21,38,35,0,0,0,0,14,0,0,31,1
22,164,8,0,0,0,0,8,0,290,1,0
23,180,11,0,0,0,0,22,8,235,0,0
23,115,16,0,0,0,0,7,0,12,3,0
23,45,1,0,0,0,0,0,0,16,31,0
22,100,14,0,0,0,0,20,0,202,6,0
22,121,38,0,0,0,0,10,1,79,1,0
23,19,71,0,0,0,0,4,1,12,3,0
23,166,18,0,0,0,0,19,0,18,0,0
12,166,16,3,1,2.7,0.2,32,1,"1,232.00",0,0
7,185,15,2,4,2.5,0.3,111,1,241,2,0
12,75,8,0,0,0,0,9,0,470,4,0
12,142,28,0,0,0,0,5,2,313,0,0
12,42,42,1,1,3,3,29,0,23,36,0
2,0,0,0,0,0,0,0,0,0,0,0
11,150,11,0,0,0,0,5,1,227,9,0
10,60,20,0,0,0,0,3,0,81,42,0
12,156,5,0,0,0,0,1,0,67,1,1
12,93,37,0,2,0,3,27,5,"3,388.00",5,1
9,122,12,0,0,0,0,3,0,513,0,0
12,157,4,0,0,0,0,16,3,15,0,0
9,27,1,0,0,0,0,0,0,34,30,0
11,0,0,0,0,0,0,0,0,0,31,0
12,192,13,2,5,3,0,22,2,33,0,0
11,0,0,0,0,0,0,2,0,0,3,0
12,102,15,0,1,0,3,28,0,419,0,0
5,0,0,0,0,0,0,6,0,0,1,0
12,34,33,1,1,3,3,2,0,0,31,1
12,133,25,1,1,3,0,5,1,88,0,0
12,135,13,1,0,3,0,42,3,52,1,0
12,152,8,1,0,3,0,87,3,89,0,0
10,155,14,2,3,3.5,0.7,9,0,5,0,0
12,116,5,0,1,0,3,0,0,226,3,0
12,161,0,0,0,0,0,11,0,253,3,0
10,160,36,0,2,0,3,14,2,238,2,0
12,0,0,0,0,0,0,0,0,0,31,0
12,69,0,0,0,0,0,1,0,11,12,0
12,184,30,2,2,3,3,122,3,60,0,0
12,75,1,0,0,0,0,7,1,0,1,0
12,112,49,0,0,0,0,13,2,598,6,0
11,96,15,0,0,0,0,15,1,13,2,0
12,53,41,0,0,0,0,7,1,6,24,0
11,187,20,2,2,3,3,11,1,22,1,0
11,11,35,0,2,0,3,25,0,18,0,0
12,214,3,1,1,3,3,4,1,145,0,0
12,3,50,0,0,0,0,3,0,9,13,0
11,0,0,0,0,0,0,0,0,35,31,1
12,65,14,1,1,3,3,6,0,30,0,0
12,77,52,0,0,0,0,84,0,37,5,0
11,132,3,0,1,0,3,16,0,325,0,0
12,138,32,1,0,3,0,28,2,279,1,0
12,200,5,0,0,0,0,78,1,62,0,0
9,131,6,7,2,2.9,0.1,1,2,0,1,0
11,169,15,1,1,3,3,19,0,696,0,0
8,195,29,2,2,3,3,76,5,239,12,0
11,162,5,0,0,0,0,22,5,452,4,0
11,68,37,0,0,0,0,20,2,6,8,0
12,65,21,0,0,0,0,5,1,9,74,0
10,147,9,0,0,0,0,21,1,679,3,0
12,42,24,0,0,0,0,4,0,8,31,0
12,0,0,0,0,0,0,0,0,6,31,0
12,116,5,2,2,3,3,27,1,67,1,0
12,89,46,0,1,0,2,76,1,50,0,0
11,68,26,0,0,0,0,0,0,55,10,0
11,128,10,7,5,3,0,16,0,24,9,0
11,71,48,0,2,0,3,31,2,66,3,0
10,156,4,0,0,0,0,14,5,223,1,0
12,120,37,0,0,0,0,0,2,324,4,0
3,0,0,0,0,0,0,2,0,0,0,0
10,0,0,0,0,0,0,0,0,0,31,0
12,43,33,5,5,3,3,18,0,5,0,0
11,87,1,0,0,0,0,0,0,0,52,0
12,133,9,1,1,3,0,47,0,33,1,0
11,169,2,1,0,3,0,29,1,41,0,0
12,265,5,3,7,3.3,0.4,296,4,"1,895.00",0,0
12,159,31,0,0,0,0,7,3,"1,270.00",0,0
10,156,0,0,0,0,0,29,0,667,1,0
11,129,11,0,0,0,0,22,2,159,0,0
9,120,11,0,0,0,0,10,6,44,0,0
11,93,37,9,5,3,0.3,48,0,152,0,0
12,117,36,0,0,0,0,5,1,29,0,0
11,142,6,1,0,3,0,5,2,1,0,0
11,196,1,0,0,0,0,8,2,966,0,0
12,125,5,0,0,0,0,15,2,14,4,0
12,26,0,0,0,0,0,0,0,2,4,1
11,29,1,0,1,0,3,3,0,0,15,0
10,175,15,0,2,0,3,76,4,1,0,0
12,156,10,2,2,2.5,2.5,9,0,6,0,0
10,39,47,0,0,0,0,6,1,9,3,0
12,126,10,0,0,0,0,27,1,4,5,0
11,195,8,1,0,3,0,60,1,145,0,0
12,177,4,0,0,0,0,100,2,62,0,0
12,145,2,0,1,0,3,20,0,23,5,0
10,77,10,1,1,3,3,14,0,3,5,0
12,97,77,0,0,0,0,14,6,10,8,0
11,80,34,1,1,4,4,3,1,8,2,0
12,92,35,0,0,0,0,1,1,4,0,0
12,80,1,0,0,0,0,7,0,55,0,0
12,105,7,0,1,0,3,18,0,157,3,0
12,95,21,0,0,0,0,3,0,27,5,0
12,77,10,1,1,3,3,3,0,41,22,0
8,92,18,0,0,0,0,10,0,78,5,0
10,0,35,0,0,0,0,2,1,1,10,0
12,135,53,0,0,0,0,110,0,437,0,0
11,68,2,0,0,0,0,8,1,0,3,0
12,41,76,1,1,3,0,2,1,39,25,0
11,134,11,1,1,3,3,19,0,142,0,0
12,195,15,1,1,3,3,24,0,377,0,0
12,109,8,0,0,0,0,4,3,637,0,0
12,30,49,0,0,0,0,7,0,6,1,0
9,135,12,1,2,3,0,24,1,44,1,0
12,0,0,0,0,0,0,0,0,0,30,1
8,10,36,0,0,0,0,7,0,202,15,0
12,157,32,0,0,0,0,64,4,9,2,0
12,205,10,0,1,0,3,1,1,461,1,0
12,96,9,0,0,0,0,7,0,584,14,0
12,93,9,0,1,0,3,18,4,"6,520.00",2,0
12,147,15,0,0,0,0,49,1,22,0,0
11,0,0,0,0,0,0,0,0,8,31,1
11,149,46,0,0,0,0,5,1,35,0,0
12,7,10,0,0,0,0,2,0,6,16,0
11,118,51,0,0,0,0,47,0,"1,032.00",4,0
8,76,10,0,0,0,0,12,0,73,7,0
9,24,10,3,3,3,3,11,0,4,23,0
10,118,13,0,1,0,3,12,4,45,0,0
12,186,2,0,2,0,3,68,1,683,0,0
12,133,49,0,0,0,0,13,1,64,0,0
11,178,1,3,0,3,0,33,1,178,0,0
12,71,4,0,0,0,0,4,0,22,11,0
11,217,13,7,2,3,0,0,1,115,0,0
10,93,5,0,0,0,0,19,0,13,7,0
11,132,8,1,0,3,0,43,5,117,0,0
10,112,3,1,0,3,0,52,0,13,0,0
12,155,1,0,0,0,0,20,1,408,1,0
11,140,58,1,1,3,3,92,12,14,1,0
11,123,57,1,1,3,3,32,2,146,8,0
12,0,0,0,0,0,0,2,0,0,15,0
10,66,1,1,1,3,3,3,1,3,51,0
11,182,6,4,3,3,0,68,1,432,15,0
11,48,11,0,1,0,0,33,1,15,8,1
11,26,10,0,0,0,0,18,0,2,127,0
12,196,6,3,3,3,3,71,1,"12,975.00",0,0
12,107,1,0,0,0,0,4,0,53,31,0
12,183,45,0,0,0,0,30,2,174,0,0
11,124,2,5,4,3,0,42,0,353,6,0
12,136,10,0,0,0,0,44,1,226,1,0
12,0,46,0,0,0,0,6,0,"13,927.00",1,0
12,111,62,1,1,3,3,36,2,15,38,0
11,0,0,0,0,0,0,0,0,5,31,0
12,19,42,0,0,0,0,2,0,42,4,0
12,0,0,0,0,0,0,0,0,1,30,1
12,168,1,0,0,0,0,93,1,0,1,0
11,0,0,0,0,0,0,0,0,0,31,0
11,177,15,1,0,3,0,49,3,14,1,0
12,105,68,1,1,2,2,8,1,"1,077.00",3,0
10,42,24,0,0,0,0,22,0,13,1,0
11,73,2,0,0,0,0,20,0,50,38,0
12,170,32,0,1,0,3,8,5,204,0,0
12,129,1,0,0,0,0,17,1,32,0,0
12,117,1,0,0,0,0,3,6,"1,467.00",3,0
12,83,0,0,0,0,0,6,1,13,4,0
11,254,6,6,2,3,0,47,4,"10,431.00",0,0
11,125,2,1,0,3,0,104,0,0,0,0
11,104,15,2,1,2.5,0.5,4,1,0,2,0
12,135,20,1,1,3,3,30,0,60,0,0
6,144,31,0,3,0,2.7,35,1,100,0,0
12,122,6,0,0,0,0,6,0,244,6,0
10,40,3,1,1,3,3,7,0,0,3,0
7,113,0,0,0,0,0,23,1,636,0,0
12,94,62,0,0,0,0,7,1,33,2,0
12,129,22,0,0,0,0,3,3,260,3,0
11,58,55,0,5,0,3,112,1,1,2,0
11,74,12,0,0,0,0,3,0,148,2,0
11,0,0,0,0,0,0,0,0,0,31,0
12,184,4,1,1,3,3,32,2,10,4,0
11,79,52,0,2,0,2,5,1,89,4,0
12,52,1,0,0,0,0,1,0,5,110,0
11,10,10,2,2,3,3,4,0,14,31,0
12,197,6,1,5,3,0,4,1,229,4,0
11,19,11,0,0,0,0,6,0,2,46,0
11,88,21,0,0,0,0,72,0,76,9,0
11,20,50,0,0,0,0,6,0,122,1,0
11,3,1,0,0,0,0,0,0,0,31,0
11,105,39,0,1,0,3,10,1,188,0,0
12,41,19,0,0,0,0,4,0,23,31,0
12,86,10,0,0,0,0,19,0,11,2,0
11,103,59,1,1,3,0,20,1,285,0,0
12,129,6,2,2,3,0,64,4,177,0,0
7,153,14,0,0,0,0,15,3,822,1,0
6,62,35,2,2,3,3,4,2,4,0,0
12,135,35,0,3,0,3,20,1,169,4,0
8,31,55,0,0,0,0,4,0,190,0,0
11,137,5,0,0,0,0,55,0,694,2,0
11,118,3,0,1,0,3,45,1,134,11,0
9,168,43,1,1,3,3,73,1,60,0,0
12,0,0,0,0,0,0,0,0,0,31,1
12,0,0,0,0,0,0,0,0,0,31,1
11,5,1,0,0,0,0,0,0,1,30,0
12,56,21,0,1,0,3,20,0,458,10,0
11,43,15,0,0,0,0,6,0,7,31,0
11,38,66,0,0,0,0,11,1,23,0,1
11,100,10,0,0,0,0,48,0,6,6,0
11,4,1,0,2,0,2.5,12,0,0,3,0
11,0,10,0,0,0,0,0,0,1,31,0
10,110,15,0,0,0,0,11,0,81,10,0
11,189,10,0,0,0,0,31,0,"5,687.00",0,0
12,82,45,1,1,3,3,39,0,27,0,0
12,35,73,0,0,0,0,9,3,232,28,0
11,140,8,0,0,0,0,23,1,24,2,0
11,106,59,0,0,0,0,11,2,64,4,0
12,109,1,0,1,0,3,11,1,277,4,0
12,65,4,0,0,0,0,23,2,14,5,0
10,246,26,2,1,2,1,235,1,"1,224.00",0,0
12,38,10,0,1,0,3,4,0,43,20,0
12,106,33,0,1,0,3,2,4,8,1,0
8,56,5,1,1,3,3,22,0,0,3,0
11,0,52,0,0,0,0,5,4,7,57,0
11,69,37,0,0,0,0,5,1,96,1,0
11,123,10,1,0,3,0,4,0,224,6,0
12,135,16,1,1,3,3,4,2,62,1,0
11,127,12,4,1,3,0,14,20,27,0,0
10,41,25,0,0,0,0,1,0,1,19,0
11,169,15,2,0,3,0.5,58,4,287,0,0
10,15,105,0,0,0,0,50,1,44,0,1
9,168,2,1,1,3,3,33,2,393,0,0
11,32,56,0,4,0,3,26,3,9,0,0
12,14,14,3,3,3,3,12,0,0,31,0
3,51,51,0,0,0,0,142,0,0,0,0
11,144,27,5,3,3,0,103,8,167,2,0
9,110,10,0,0,0,0,14,0,281,3,0
11,50,30,0,0,0,0,2,0,11,3,0
9,57,12,0,0,0,0,6,0,53,31,0
11,0,0,0,0,0,0,0,0,0,31,1
11,15,16,0,0,0,0,5,0,15,9,0
11,187,2,4,3,3,0,7,0,445,0,0
12,54,35,0,0,0,0,1,1,38,11,0
11,147,4,0,0,0,0,21,4,166,0,0
12,107,40,1,1,3,3,60,0,2,0,0
11,55,10,0,0,0,0,9,0,11,0,0
10,0,27,0,0,0,0,7,0,0,17,0
11,0,34,0,0,0,0,1,0,38,5,0
1,0,0,0,0,0,0,0,0,0,0,0
11,94,45,0,0,0,0,1,1,23,10,0
12,135,15,0,0,0,0,2,0,27,4,0
11,103,4,0,0,0,0,6,0,"3,597.00",5,0
11,101,40,1,1,3,3,0,0,"2,108.00",0,0
9,0,0,0,0,0,0,0,0,0,31,1
10,125,5,0,1,0,3,24,0,1,0,0
8,195,14,0,8,0,3,67,1,58,0,0
11,87,16,2,2,3,3,45,1,8,9,0
10,115,48,0,2,0,3,20,2,62,0,0
11,142,42,0,0,0,0,16,1,176,13,0
11,137,2,0,0,0,0,20,1,165,0,0
11,165,14,0,1,0,2,42,0,"1,123.00",0,0
11,69,4,0,0,0,0,2,0,189,31,0
7,45,36,1,0,3,0,5,1,10,1,0
11,127,6,1,1,3,3,14,2,157,0,0
11,144,10,0,0,0,0,25,1,140,2,0
7,201,0,0,1,0,3,82,2,"2,495.00",0,0
11,166,1,0,0,0,0,23,1,"1,384.00",0,0
11,50,26,0,0,0,0,1,0,8,16,0
11,109,25,4,0,3,0,16,1,46,5,0
11,225,1,1,1,2,0.5,16,2,"5,780.00",3,0
11,128,19,0,0,0,0,0,0,"2,284.00",0,0
11,95,28,0,0,0,0,15,2,14,1,0
11,179,21,0,0,0,0,68,4,"31,215.00",0,0
11,99,16,1,1,3,3,62,2,39,0,0
11,198,34,0,5,0,3,31,8,321,0,0
11,155,0,5,2,3,0,26,0,"10,015.00",0,0
11,43,14,0,0,0,0,37,0,4,5,0
11,210,0,0,1,0,3,51,1,"6,703.00",1,0
10,105,9,0,0,0,0,3,0,"1,229.00",5,0
10,115,23,0,0,0,0,18,0,22,15,0
11,255,0,1,5,3,0,353,3,"8,914.00",0,0
11,109,41,1,1,4,4,15,4,81,2,0
11,132,4,5,4,2.8,0.8,38,0,32,3,0
11,124,65,4,1,3,0,106,1,0,1,0
10,77,2,1,0,3,0,2,0,291,9,0
11,184,44,2,2,3,3,24,1,69,1,0
11,130,0,2,2,3,3,46,0,170,0,0
9,103,13,0,1,0,3,6,1,11,8,0
10,125,62,1,1,3,3,22,1,84,8,0
11,86,63,4,4,2.5,2.5,153,0,26,14,0
11,118,10,0,0,0,0,40,1,35,1,0
10,133,10,0,5,0,3,1,1,18,3,0
11,0,0,0,0,0,0,0,0,0,30,0
11,205,7,13,2,3,0,111,2,232,2,0
11,155,46,0,1,0,3,18,2,2,0,0
11,133,3,2,1,3,0,6,0,113,0,0
11,154,16,0,1,0,3,41,1,741,0,0
5,178,52,1,0,3,0,11,1,62,9,0
11,214,0,0,0,0,0,102,0,"4,471.00",0,0
9,145,9,1,1,3,3,58,4,259,0,0
11,140,25,0,1,0,2,7,2,61,1,0
11,63,27,0,0,0,0,2,0,55,31,0
11,115,0,2,1,3,0,11,1,0,0,0
11,76,49,0,0,0,0,8,1,37,0,0
11,209,11,1,1,3,0,142,1,76,0,0
11,77,12,0,0,0,0,4,0,7,3,0
11,16,2,0,0,0,0,0,0,22,31,0
10,0,0,0,0,0,0,0,0,0,31,0
11,0,0,0,0,0,0,0,0,3,31,0
11,154,39,1,0,3,0,53,3,"1,178.00",0,0
11,9,9,1,0,3,1,4,0,2,31,0
11,107,32,0,2,0,3,26,0,46,1,0
10,120,11,2,1,3,0,17,0,63,0,0
10,222,20,13,5,3,0,86,1,144,2,0
10,174,8,0,0,0,0,81,2,544,0,0
10,211,1,0,0,0,0,55,1,"1,982.00",1,0
11,154,21,3,2,3.3,3.3,120,0,17,0,0
11,91,41,0,2,0,3,78,6,34,2,0
4,0,50,0,0,0,0,2,2,13,4,0
11,174,21,0,3,0,3,10,0,21,0,0
11,114,10,0,1,0,3,3,0,85,6,0
11,88,16,0,0,0,0,35,0,14,59,0
10,13,8,0,0,0,0,21,0,1,0,0
9,44,12,1,1,3,3,9,0,36,6,0
11,167,12,0,0,0,0,4,1,510,5,0
11,52,40,0,0,0,0,0,0,4,31,0
11,50,35,0,0,0,0,2,0,7,31,0
11,0,0,0,0,0,0,0,0,0,31,0
11,112,1,0,0,0,0,25,1,21,3,0
11,51,6,0,0,0,0,0,0,20,31,0
9,82,36,0,0,0,0,1,1,188,6,0
9,26,24,0,0,0,0,1,0,95,3,0
11,21,21,0,0,0,0,4,0,12,31,0
7,144,19,3,3,2.7,2.7,1,3,214,4,0
3,0,0,0,0,0,0,0,0,0,0,0
9,145,26,1,1,3,3,16,2,106,8,0
2,0,0,0,0,0,0,0,0,0,0,0
11,137,12,1,2,2,1,66,0,118,1,0
11,46,29,0,0,0,0,8,0,"1,675.00",5,0
11,0,0,0,0,0,0,0,0,0,31,0
1,0,0,0,0,0,0,0,0,0,0,0
11,108,11,3,5,3,0,11,1,128,8,0
11,29,29,0,0,0,0,8,0,0,31,0
7,150,67,3,3,2.5,2.5,50,0,7,4,0
11,146,30,3,2,3,0,9,1,"4,658.00",16,0
8,2,0,0,0,0,0,0,0,0,4,0
11,32,10,1,1,3,3,61,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,0
11,125,5,0,1,0,3,21,4,32,1,0
10,104,22,0,0,0,0,2,1,183,2,0
11,5,5,0,0,0,0,2,0,2,31,0
2,0,0,0,0,0,0,0,0,0,0,0
8,197,0,2,1,2.5,0.8,30,0,"1,654.00",0,0
11,121,20,3,1,2.7,0.3,513,1,59,0,0
11,140,1,0,0,0,0,2,0,603,0,0
10,182,10,0,0,0,0,61,2,13,0,0
7,38,2,0,0,0,0,1,0,1,18,0
11,61,16,0,0,0,0,3,0,2,74,0
11,131,15,3,1,3,0,17,2,835,99,0
11,118,45,0,0,0,0,18,2,188,1,0
10,145,11,0,0,0,0,30,1,"1,024.00",4,0
10,124,17,2,2,3,3,64,1,5,4,0
11,50,1,0,0,0,0,5,0,88,21,0
11,164,11,1,2,3,0,29,3,239,0,0
11,14,0,0,0,0,0,0,0,2,31,0
1,0,0,0,0,0,0,0,0,0,0,0
10,177,9,3,1,3,0,6,0,258,0,0
11,102,16,0,0,0,0,4,0,"1,722.00",2,0
6,82,31,0,1,0,3,1,0,0,3,0
6,178,2,3,2,3,0,69,0,227,0,0
10,130,15,1,0,3,0,23,0,"1,727.00",1,0
10,34,51,0,0,0,0,32,0,279,6,0
11,149,10,1,0,3,0,1,2,35,0,0
11,70,14,0,1,0,3,9,0,40,8,0
11,131,36,0,0,0,0,4,1,12,1,0
10,112,29,0,0,0,0,15,4,548,1,0
11,96,41,2,1,3,0,1,6,14,7,0
11,22,9,0,0,0,0,0,0,11,31,1
11,46,11,0,6,0,3,25,0,41,3,0
10,204,22,0,1,0,3,89,2,534,1,0
11,46,0,0,0,0,0,1,0,94,19,0
11,0,0,0,0,0,0,0,0,0,31,0
11,120,12,0,0,0,0,11,1,31,3,1
9,111,34,0,0,0,0,27,0,117,0,0
11,141,12,0,0,0,0,1,0,85,4,1
10,120,36,0,0,0,0,17,1,110,4,0
5,76,13,0,0,0,0,84,0,180,1,0
10,85,24,0,0,0,0,1,0,13,5,0
3,0,0,0,0,0,0,4,0,0,0,0
11,207,3,2,4,3,0,93,1,15,0,0
10,61,0,0,0,0,0,14,0,6,2,0
11,105,24,0,0,0,0,7,1,163,22,0
10,136,6,0,0,0,0,12,0,257,1,0
11,201,6,0,4,0,3,35,6,608,0,0
11,3,50,0,0,0,0,0,0,0,14,0
9,150,35,0,0,0,0,26,6,607,0,0
10,58,9,0,0,0,0,6,0,66,5,0
11,105,37,0,5,0,2.8,1,2,29,1,0
11,123,45,0,0,0,0,4,1,203,1,0
11,189,18,1,5,3,0,26,1,"3,507.00",0,0
11,153,9,0,0,0,0,5,1,"5,298.00",0,0
11,145,12,0,0,0,0,11,1,"2,658.00",10,0
11,142,22,0,1,0,2,17,0,469,1,0
8,22,0,1,1,3,3,11,0,1,4,0
10,69,9,0,0,0,0,0,0,2,26,0
7,122,5,1,1,3,3,31,0,47,0,0
9,200,0,1,1,3,3,66,8,28,1,0
11,103,22,7,4,3,0,17,3,31,2,0
10,190,2,1,5,3,0,5,4,886,1,0
10,191,48,4,2,3,0,3,2,379,1,0
10,135,18,0,0,0,0,34,0,234,2,0
10,57,0,0,0,0,0,1,0,44,16,0
10,17,5,0,0,0,0,1,0,0,47,0
10,59,15,0,0,0,0,2,0,312,5,0
8,21,3,1,1,3,0,33,0,324,0,0
10,41,36,0,1,0,3,3,1,15,5,0
11,0,0,0,0,0,0,0,0,4,31,0
11,92,0,0,1,0,3,11,0,28,42,0
11,126,1,0,0,0,0,0,0,233,2,0
8,95,5,0,1,0,3,12,0,10,2,0
9,31,7,0,0,0,0,2,0,1,18,0
10,43,1,0,0,0,0,2,0,45,31,0
11,121,21,0,2,0,3,22,0,68,2,0
9,180,22,2,1,3,0,33,0,29,1,0
11,162,1,0,1,0,3,5,0,8,0,0
10,172,1,0,0,0,0,9,2,259,0,0
11,0,0,0,0,0,0,0,0,1,31,0
8,159,28,1,1,3,3,23,2,109,0,0
10,167,27,0,0,0,0,15,1,33,0,0
10,115,17,1,1,3,3,27,9,15,0,0
10,200,1,0,0,0,0,28,0,690,1,0
9,48,11,0,0,0,0,5,0,14,56,0
11,0,0,0,0,0,0,0,0,0,31,0
10,62,38,0,0,0,0,11,2,126,20,0
11,120,10,0,1,0,3,1,0,12,10,0
11,0,0,0,0,0,0,0,0,0,31,0
11,124,15,1,1,3,3,12,6,150,0,0
10,176,9,1,1,2,2,99,9,"2,571.00",0,0
11,0,0,0,0,0,0,0,0,65,31,0
10,47,34,0,0,0,0,0,0,3,31,0
10,174,2,1,0,4,2,45,3,43,0,0
10,219,2,2,1,3,0,90,1,"1,163.00",3,0
10,133,78,0,0,0,0,167,7,97,7,0
10,95,1,7,7,3,3,43,0,74,8,0
10,29,0,0,0,0,0,1,0,1,2,0
9,87,49,0,8,0,3,24,0,728,1,0
11,153,4,1,0,3,0,102,1,127,0,0
10,177,2,0,0,0,0,5,2,265,0,0
10,141,6,1,1,0,0,1,6,333,1,1
10,135,46,0,0,0,0,28,1,3,3,0
11,45,7,0,0,0,0,212,0,14,0,0
10,201,73,0,1,0,3,122,5,19,0,0
10,172,0,0,3,0,3,7,3,105,13,0
5,56,66,1,1,3,3,22,6,227,0,0
10,100,46,0,0,0,0,21,1,4,15,0
11,105,8,0,0,0,0,24,0,"1,222.00",0,0
10,209,3,0,0,0,0,50,3,"1,733.00",4,0
11,98,36,0,0,0,0,8,2,13,22,0
11,75,10,1,1,3,3,8,0,22,0,0
9,0,45,0,0,0,0,15,0,961,9,1
9,112,1,1,1,3,3,19,1,317,4,0
10,93,11,0,0,0,0,2,4,15,8,0
10,161,13,0,1,0,3,31,0,"2,215.00",1,0
11,162,24,0,3,0,3,9,2,21,4,0
10,219,22,0,0,0,0,46,6,100,0,0
10,179,6,1,1,3,0,6,5,41,0,0
10,154,42,0,0,0,0,3,3,"2,175.00",8,0
11,88,90,0,0,0,0,2,3,120,0,0
11,75,4,0,1,0,2,48,0,1,0,0
10,83,20,0,1,0,3,13,1,445,0,0
11,177,21,2,2,2,0.5,45,1,44,3,0
11,0,9,0,0,0,0,1,0,0,106,0
11,57,20,0,3,0,3,37,0,68,0,0
10,5,0,1,1,3,3,1,0,0,102,0
10,14,0,0,0,0,0,0,0,4,31,1
10,57,0,0,0,0,0,3,0,134,10,0
10,159,38,0,0,0,0,0,2,242,0,0
11,111,27,0,2,0,3,9,1,692,3,0
11,90,4,0,0,0,0,29,1,37,5,0
6,144,2,0,2,0,3,3,0,91,1,0
11,177,2,0,0,0,0,19,0,178,0,0
11,60,1,0,0,0,0,45,0,9,1,0
10,139,16,0,0,0,0,10,1,69,0,0
7,23,12,0,0,0,0,5,0,83,10,0
10,52,15,0,0,0,0,4,0,465,0,0
11,143,3,4,1,2.8,0.3,3,2,206,0,0
10,178,3,2,1,3,0,67,0,650,0,0
9,88,21,5,5,3,3,114,0,95,1,0
10,0,0,0,0,0,0,0,0,0,31,0
10,0,0,0,0,0,0,1,0,1,2,0
10,0,0,0,0,0,0,0,0,0,31,0
7,117,31,1,1,3,0,65,4,1,1,0
3,10,10,0,0,0,0,18,0,0,0,0
3,66,66,0,0,0,0,72,0,0,0,0
9,0,78,0,0,0,0,4,2,915,3,1
10,208,14,2,0,3,0,91,9,168,0,0
10,104,8,2,1,3,0,73,0,36,1,0
10,163,36,1,1,2,2,3,1,420,2,0
10,73,25,0,0,0,0,11,0,"2,060.00",1,0
10,188,15,2,1,3,0,67,0,113,1,0
10,94,57,0,0,0,0,22,1,157,0,0
10,188,16,2,1,3,0,152,8,70,0,0
9,145,50,0,0,0,0,110,0,8,0,0
8,0,0,0,0,0,0,0,0,0,31,0
10,139,40,1,0,3,0,49,4,625,0,0
10,38,47,0,0,0,0,4,2,10,3,0
10,130,0,0,0,0,0,10,0,580,1,0
9,16,70,0,0,0,0,3,1,29,18,0
9,90,15,0,0,0,0,3,0,15,23,0
10,91,15,0,0,0,0,1,0,0,0,0
10,63,10,0,6,0,3,26,0,5,2,0
9,126,5,0,0,0,0,10,0,"1,009.00",5,0
9,92,36,0,0,0,0,4,1,18,3,0
