age,CHI_Month_0,CHI_0_1,Support_Cases_0,Support_Cases_0_1,SP_0,SP_0_1,Logins,Blog,Views,LastLogin,churn,,
 11.0 , 128.0 , 19.0 , -   , -   , -   , -   , -   , -   ," 2,284.0 ", -   , -   ,,
 11.0 , 95.0 , 28.0 , -   , -   , -   , -   , 15.0 , 2.0 , (14.0), 1.0 , -   ,,
 11.0 , 179.0 , (21.0), -   , -   , -   , -   , 68.0 , (4.0)," 31,215.0 ", -   , -   ,,
 11.0 , 99.0 , (16.0), 1.0 , 1.0 , 3.0 , 3.0 , 62.0 , (2.0), (39.0), -   , -   ,,
 11.0 , 198.0 , (34.0), -   , (5.0), -   , (3.0), (31.0), (8.0), (321.0), -   , -   ,,
 11.0 , 155.0 , -   , 5.0 , 2.0 , 3.0 , -   , (26.0), -   ," (10,015.0)", -   , -   ,,
 11.0 , 43.0 , (14.0), -   , -   , -   , -   , 37.0 , -   , 4.0 , (5.0), -   ,,
 11.0 , 210.0 , -   , -   , (1.0), -   , (3.0), 51.0 , (1.0)," 6,703.0 ", (1.0), -   ,,
 10.0 , 105.0 , (9.0), -   , -   , -   , -   , 3.0 , -   ," 1,229.0 ", (5.0), -   ,,
 10.0 , 115.0 , 23.0 , -   , -   , -   , -   , 18.0 , -   , (22.0), (15.0), -   ,,
 11.0 , 255.0 , -   , 1.0 , (5.0), 3.0 , -   , 353.0 , 3.0 ," (8,914.0)", -   , -   ,,
 11.0 , 109.0 , 41.0 , 1.0 , 1.0 , 4.0 , 4.0 , 15.0 , 4.0 , (81.0), 2.0 , -   ,,
 11.0 , 132.0 , (4.0), 5.0 , 4.0 , 2.8 , 0.8 , 38.0 , -   , 32.0 , (3.0), -   ,,
 11.0 , 124.0 , 65.0 , 4.0 , 1.0 , 3.0 , -   , 106.0 , (1.0), -   , (1.0), -   ,,
 10.0 , 77.0 , (2.0), 1.0 , -   , 3.0 , -   , 2.0 , -   , (291.0), (9.0), -   ,,
 11.0 , 184.0 , 44.0 , 2.0 , 2.0 , 3.0 , 3.0 , 24.0 , 1.0 , 69.0 , (1.0), -   ,,
 11.0 , 130.0 , -   , 2.0 , 2.0 , 3.0 , 3.0 , 46.0 , -   , (170.0), -   , -   ,,
 9.0 , 103.0 , (13.0), -   , (1.0), -   , (3.0), (6.0), (1.0), (11.0), (8.0), -   ,,
 10.0 , 125.0 , 62.0 , 1.0 , 1.0 , 3.0 , 3.0 , 22.0 , 1.0 , (84.0), 8.0 , -   ,,
 11.0 , 86.0 , 63.0 , 4.0 , 4.0 , 2.5 , 2.5 , 153.0 , -   , (26.0), (14.0), -   ,,
 11.0 , 118.0 , (10.0), -   , -   , -   , -   , 40.0 , (1.0), (35.0), 1.0 , -   ,,
 10.0 , 133.0 , (10.0), -   , (5.0), -   , (3.0), 1.0 , 1.0 , (18.0), 3.0 , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30.0 , -   ,,
 11.0 , 205.0 , 7.0 , 13.0 , 2.0 , 3.0 , -   , 111.0 , 2.0 , 232.0 , (2.0), -   ,,
 11.0 , 155.0 , 46.0 , -   , (1.0), -   , (3.0), 18.0 , 2.0 , (2.0), -   , -   ,,
 11.0 , 133.0 , (3.0), 2.0 , 1.0 , 3.0 , -   , 6.0 , -   , (113.0), -   , -   ,,
 11.0 , 154.0 , (16.0), -   , (1.0), -   , (3.0), (41.0), (1.0), 741.0 , -   , -   ,,
 5.0 , 178.0 , 52.0 , 1.0 , -   , 3.0 , -   , 11.0 , (1.0), 62.0 , 9.0 , -   ,,
 11.0 , 214.0 , -   , -   , -   , -   , -   , 102.0 , -   ," (4,471.0)", -   , -   ,,
 9.0 , 145.0 , 9.0 , 1.0 , 1.0 , 3.0 , 3.0 , 58.0 , (4.0), (259.0), -   , -   ,,
 11.0 , 140.0 , (25.0), -   , (1.0), -   , (2.0), (7.0), (2.0), (61.0), (1.0), -   ,,
 11.0 , 63.0 , 27.0 , -   , -   , -   , -   , 2.0 , -   , 55.0 , 31.0 , -   ,,
 11.0 , 115.0 , -   , 2.0 , 1.0 , 3.0 , -   , 11.0 , 1.0 , -   , -   , -   ,,
 11.0 , 76.0 , (49.0), -   , -   , -   , -   , (8.0), (1.0), 37.0 , -   , -   ,,
 11.0 , 209.0 , (11.0), 1.0 , (1.0), 3.0 , -   , 142.0 , (1.0), 76.0 , -   , -   ,,
 11.0 , 77.0 , 12.0 , -   , -   , -   , -   , (4.0), -   , (7.0), (3.0), -   ,,
 11.0 , 16.0 , (2.0), -   , -   , -   , -   , -   , -   , (22.0), 31.0 , -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , (3.0), 31.0 , -   ,,
 11.0 , 154.0 , 39.0 , 1.0 , -   , 3.0 , -   , 53.0 , 3.0 ," (1,178.0)", -   , -   ,,
 11.0 , 9.0 , 9.0 , 1.0 , -   , 3.0 , 1.0 , 4.0 , -   , 2.0 , 31.0 , -   ,,
 11.0 , 107.0 , (32.0), -   , (2.0), -   , (3.0), (26.0), -   , 46.0 , (1.0), -   ,,
 10.0 , 120.0 , 11.0 , 2.0 , 1.0 , 3.0 , -   , (17.0), -   , 63.0 , -   , -   ,,
 10.0 , 222.0 , 20.0 , 13.0 , 5.0 , 3.0 , -   , 86.0 , 1.0 , 144.0 , (2.0), -   ,,
 10.0 , 174.0 , 8.0 , -   , -   , -   , -   , 81.0 , 2.0 , (544.0), -   , -   ,,
 10.0 , 211.0 , (1.0), -   , -   , -   , -   , 55.0 , (1.0)," (1,982.0)", (1.0), -   ,,
 11.0 , 154.0 , 21.0 , 3.0 , 2.0 , 3.3 , 3.3 , 120.0 , -   , 17.0 , -   , -   ,,
 11.0 , 91.0 , (41.0), -   , (2.0), -   , (3.0), (78.0), (6.0), 34.0 , 2.0 , -   ,,
 4.0 , -   , (50.0), -   , -   , -   , -   , 2.0 , (2.0), 13.0 , 4.0 , -   ,,
 11.0 , 174.0 , (21.0), -   , (3.0), -   , (3.0), 10.0 , -   , 21.0 , -   , -   ,,
 11.0 , 114.0 , 10.0 , -   , (1.0), -   , (3.0), 3.0 , -   , (85.0), 6.0 , -   ,,
 11.0 , 88.0 , 16.0 , -   , -   , -   , -   , 35.0 , -   , 14.0 , (59.0), -   ,,
 10.0 , 13.0 , 8.0 , -   , -   , -   , -   , 21.0 , -   , 1.0 , -   , -   ,,
 9.0 , 44.0 , (12.0), 1.0 , 1.0 , 3.0 , 3.0 , (9.0), -   , 36.0 , 6.0 , -   ,,
 11.0 , 167.0 , (12.0), -   , -   , -   , -   , 4.0 , (1.0), (510.0), 5.0 , -   ,,
 11.0 , 52.0 , 40.0 , -   , -   , -   , -   , -   , -   , (4.0), 31.0 , -   ,,
 11.0 , 50.0 , 35.0 , -   , -   , -   , -   , 2.0 , -   , (7.0), 31.0 , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 11.0 , 112.0 , (1.0), -   , -   , -   , -   , 25.0 , (1.0), (21.0), 3.0 , -   ,,
 11.0 , 51.0 , (6.0), -   , -   , -   , -   , -   , -   , 20.0 , 31.0 , -   ,,
 9.0 , 82.0 , (36.0), -   , -   , -   , -   , (1.0), (1.0), 188.0 , (6.0), -   ,,
 9.0 , 26.0 , (24.0), -   , -   , -   , -   , (1.0), -   , 95.0 , (3.0), -   ,,
 11.0 , 21.0 , 21.0 , -   , -   , -   , -   , 4.0 , -   , (12.0), 31.0 , -   ,,
 7.0 , 144.0 , (19.0), 3.0 , 3.0 , 2.7 , 2.7 , 1.0 , (3.0), (214.0), 4.0 , -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 9.0 , 145.0 , 26.0 , 1.0 , 1.0 , 3.0 , 3.0 , 16.0 , 2.0 , 106.0 , 8.0 , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 11.0 , 137.0 , (12.0), 1.0 , (2.0), 2.0 , (1.0), 66.0 , -   , 118.0 , (1.0), -   ,,
 11.0 , 46.0 , (29.0), -   , -   , -   , -   , (8.0), -   ," (1,675.0)", 5.0 , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 11.0 , 108.0 , (11.0), 3.0 , (5.0), 3.0 , -   , (11.0), (1.0), (128.0), (8.0), -   ,,
 11.0 , 29.0 , 29.0 , -   , -   , -   , -   , 8.0 , -   , -   , 31.0 , -   ,,
 7.0 , 150.0 , 67.0 , 3.0 , 3.0 , 2.5 , 2.5 , 50.0 , -   , 7.0 , 4.0 , -   ,,
 11.0 , 146.0 , 30.0 , 3.0 , (2.0), 3.0 , -   , 9.0 , (1.0)," 4,658.0 ", (16.0), -   ,,
 8.0 , 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , (4.0), -   ,,
 11.0 , 32.0 , 10.0 , 1.0 , 1.0 , 3.0 , 3.0 , 61.0 , -   , -   , 2.0 , -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 11.0 , 125.0 , (5.0), -   , (1.0), -   , (3.0), 21.0 , (4.0), 32.0 , (1.0), -   ,,
 10.0 , 104.0 , 22.0 , -   , -   , -   , -   , (2.0), 1.0 , 183.0 , 2.0 , -   ,,
 11.0 , 5.0 , 5.0 , -   , -   , -   , -   , 2.0 , -   , (2.0), 31.0 , -   ,,
 2.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 8.0 , 197.0 , -   , 2.0 , (1.0), 2.5 , (0.8), 30.0 , -   ," (1,654.0)", -   , -   ,,
 11.0 , 121.0 , 20.0 , 3.0 , (1.0), 2.7 , (0.3), 513.0 , 1.0 , (59.0), -   , -   ,,
 11.0 , 140.0 , 1.0 , -   , -   , -   , -   , 2.0 , -   , (603.0), -   , -   ,,
 10.0 , 182.0 , 10.0 , -   , -   , -   , -   , 61.0 , (2.0), (13.0), -   , -   ,,
 7.0 , 38.0 , 2.0 , -   , -   , -   , -   , (1.0), -   , 1.0 , 18.0 , -   ,,
 11.0 , 61.0 , 16.0 , -   , -   , -   , -   , (3.0), -   , (2.0), (74.0), -   ,,
 11.0 , 131.0 , 15.0 , 3.0 , (1.0), 3.0 , -   , 17.0 , 2.0 , 835.0 , (99.0), -   ,,
 11.0 , 118.0 , (45.0), -   , -   , -   , -   , (18.0), (2.0), (188.0), (1.0), -   ,,
 10.0 , 145.0 , (11.0), -   , -   , -   , -   , 30.0 , (1.0)," (1,024.0)", 4.0 , -   ,,
 10.0 , 124.0 , (17.0), 2.0 , 2.0 , 3.0 , 3.0 , 64.0 , (1.0), 5.0 , 4.0 , -   ,,
 11.0 , 50.0 , (1.0), -   , -   , -   , -   , 5.0 , -   , (88.0), 21.0 , -   ,,
 11.0 , 164.0 , 11.0 , 1.0 , (2.0), 3.0 , -   , 29.0 , 3.0 , (239.0), -   , -   ,,
 11.0 , 14.0 , -   , -   , -   , -   , -   , -   , -   , (2.0), 31.0 , -   ,,
 1.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,
 10.0 , 177.0 , (9.0), 3.0 , (1.0), 3.0 , -   , 6.0 , -   , 258.0 , -   , -   ,,
 11.0 , 102.0 , 16.0 , -   , -   , -   , -   , (4.0), -   ," (1,722.0)", (2.0), -   ,,
 6.0 , 82.0 , 31.0 , -   , (1.0), -   , (3.0), 1.0 , -   , -   , 3.0 , -   ,,
 6.0 , 178.0 , (2.0), 3.0 , (2.0), 3.0 , -   , 69.0 , -   , 227.0 , -   , -   ,,
 10.0 , 130.0 , (15.0), 1.0 , -   , 3.0 , -   , (23.0), -   ," 1,727.0 ", (1.0), -   ,,
 10.0 , 34.0 , (51.0), -   , -   , -   , -   , (32.0), -   , 279.0 , 6.0 , -   ,,
 11.0 , 149.0 , 10.0 , 1.0 , -   , 3.0 , -   , (1.0), (2.0), (35.0), -   , -   ,,
 11.0 , 70.0 , (14.0), -   , (1.0), -   , (3.0), (9.0), -   , 40.0 , 8.0 , -   ,,
 11.0 , 131.0 , 36.0 , -   , -   , -   , -   , 4.0 , 1.0 , (12.0), (1.0), -   ,,
 10.0 , 112.0 , (29.0), -   , -   , -   , -   , (15.0), (4.0), 548.0 , (1.0), -   ,,
 11.0 , 96.0 , (41.0), 2.0 , 1.0 , 3.0 , -   , (1.0), (6.0), 14.0 , 7.0 , -   ,,
 11.0 , 22.0 , (9.0), -   , -   , -   , -   , -   , -   , (11.0), 31.0 , 1.0 ,,
 11.0 , 46.0 , 11.0 , -   , (6.0), -   , (3.0), 25.0 , -   , (41.0), (3.0), -   ,,
 10.0 , 204.0 , 22.0 , -   , (1.0), -   , (3.0), 89.0 , (2.0), 534.0 , (1.0), -   ,,
 11.0 , 46.0 , -   , -   , -   , -   , -   , 1.0 , -   , (94.0), (19.0), -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 11.0 , 120.0 , (12.0), -   , -   , -   , -   , 11.0 , (1.0), 31.0 , 3.0 , 1.0 ,,
 9.0 , 111.0 , (34.0), -   , -   , -   , -   , (27.0), -   , 117.0 , -   , -   ,,
 11.0 , 141.0 , (12.0), -   , -   , -   , -   , (1.0), -   , 85.0 , 4.0 , 1.0 ,,
 10.0 , 120.0 , 36.0 , -   , -   , -   , -   , 17.0 , 1.0 , (110.0), (4.0), -   ,,
 5.0 , 76.0 , 13.0 , -   , -   , -   , -   , 84.0 , -   , 180.0 , (1.0), -   ,,
 10.0 , 85.0 , (24.0), -   , -   , -   , -   , (1.0), -   , 13.0 , 5.0 , -   ,,
 3.0 , -   , -   , -   , -   , -   , -   , 4.0 , -   , -   , -   , -   ,,
 11.0 , 207.0 , 3.0 , 2.0 , (4.0), 3.0 , -   , 93.0 , 1.0 , 15.0 , -   , -   ,,
 10.0 , 61.0 , -   , -   , -   , -   , -   , 14.0 , -   , (6.0), 2.0 , -   ,,
 11.0 , 105.0 , 24.0 , -   , -   , -   , -   , 7.0 , (1.0), (163.0), 22.0 , -   ,,
 10.0 , 136.0 , 6.0 , -   , -   , -   , -   , (12.0), -   , (257.0), (1.0), -   ,,
 11.0 , 201.0 , (6.0), -   , (4.0), -   , (3.0), 35.0 , 6.0 , 608.0 , -   , -   ,,
 11.0 , 3.0 , (50.0), -   , -   , -   , -   , -   , -   , -   , 14.0 , -   ,,
 9.0 , 150.0 , (35.0), -   , -   , -   , -   , (26.0), 6.0 , 607.0 , -   , -   ,,
 10.0 , 58.0 , (9.0), -   , -   , -   , -   , 6.0 , -   , 66.0 , 5.0 , -   ,,
 11.0 , 105.0 , (37.0), -   , (5.0), -   , (2.8), (1.0), (2.0), (29.0), (1.0), -   ,,
 11.0 , 123.0 , 45.0 , -   , -   , -   , -   , 4.0 , 1.0 , (203.0), (1.0), -   ,,
 11.0 , 189.0 , (18.0), 1.0 , (5.0), 3.0 , -   , 26.0 , (1.0)," 3,507.0 ", -   , -   ,,
 11.0 , 153.0 , 9.0 , -   , -   , -   , -   , 5.0 , (1.0)," 5,298.0 ", -   , -   ,,
 11.0 , 145.0 , 12.0 , -   , -   , -   , -   , 11.0 , (1.0)," (2,658.0)", (10.0), -   ,,
 11.0 , 142.0 , (22.0), -   , (1.0), -   , (2.0), 17.0 , -   , 469.0 , 1.0 , -   ,,
 8.0 , 22.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , (11.0), -   , (1.0), 4.0 , -   ,,
 10.0 , 69.0 , 9.0 , -   , -   , -   , -   , -   , -   , 2.0 , (26.0), -   ,,
 7.0 , 122.0 , (5.0), 1.0 , 1.0 , 3.0 , 3.0 , 31.0 , -   , 47.0 , -   , -   ,,
 9.0 , 200.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , 66.0 , (8.0), (28.0), (1.0), -   ,,
 11.0 , 103.0 , 22.0 , 7.0 , 4.0 , 3.0 , -   , 17.0 , (3.0), (31.0), 2.0 , -   ,,
 10.0 , 190.0 , 2.0 , 1.0 , (5.0), 3.0 , -   , (5.0), (4.0), (886.0), (1.0), -   ,,
 10.0 , 191.0 , 48.0 , 4.0 , 2.0 , 3.0 , -   , (3.0), 2.0 , 379.0 , (1.0), -   ,,
 10.0 , 135.0 , (18.0), -   , -   , -   , -   , 34.0 , -   , 234.0 , (2.0), -   ,,
 10.0 , 57.0 , -   , -   , -   , -   , -   , (1.0), -   , (44.0), 16.0 , -   ,,
 10.0 , 17.0 , (5.0), -   , -   , -   , -   , 1.0 , -   , -   , (47.0), -   ,,
 10.0 , 59.0 , (15.0), -   , -   , -   , -   , 2.0 , -   , (312.0), 5.0 , -   ,,
 8.0 , 21.0 , (3.0), 1.0 , (1.0), 3.0 , -   , 33.0 , -   , (324.0), -   , -   ,,
 10.0 , 41.0 , (36.0), -   , (1.0), -   , (3.0), 3.0 , (1.0), 15.0 , 5.0 , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , (4.0), 31.0 , -   ,,
 11.0 , 92.0 , -   , -   , (1.0), -   , (3.0), (11.0), -   , (28.0), (42.0), -   ,,
 11.0 , 126.0 , (1.0), -   , -   , -   , -   , -   , -   , (233.0), 2.0 , -   ,,
 8.0 , 95.0 , (5.0), -   , (1.0), -   , (3.0), (12.0), -   , (10.0), (2.0), -   ,,
 9.0 , 31.0 , 7.0 , -   , -   , -   , -   , (2.0), -   , (1.0), (18.0), -   ,,
 10.0 , 43.0 , (1.0), -   , -   , -   , -   , 2.0 , -   , (45.0), 31.0 , -   ,,
 11.0 , 121.0 , (21.0), -   , (2.0), -   , (3.0), 22.0 , -   , 68.0 , (2.0), -   ,,
 9.0 , 180.0 , (22.0), 2.0 , (1.0), 3.0 , -   , 33.0 , -   , 29.0 , (1.0), -   ,,
 11.0 , 162.0 , 1.0 , -   , (1.0), -   , (3.0), 5.0 , -   , (8.0), -   , -   ,,
 10.0 , 172.0 , 1.0 , -   , -   , -   , -   , 9.0 , (2.0), (259.0), -   , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , (1.0), 31.0 , -   ,,
 8.0 , 159.0 , (28.0), 1.0 , 1.0 , 3.0 , 3.0 , 23.0 , 2.0 , 109.0 , -   , -   ,,
 10.0 , 167.0 , (27.0), -   , -   , -   , -   , 15.0 , 1.0 , (33.0), -   , -   ,,
 10.0 , 115.0 , (17.0), 1.0 , 1.0 , 3.0 , 3.0 , (27.0), (9.0), 15.0 , -   , -   ,,
 10.0 , 200.0 , (1.0), -   , -   , -   , -   , 28.0 , -   , 690.0 , 1.0 , -   ,,
 9.0 , 48.0 , (11.0), -   , -   , -   , -   , (5.0), -   , (14.0), (56.0), -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 10.0 , 62.0 , (38.0), -   , -   , -   , -   , 11.0 , (2.0), (126.0), 20.0 , -   ,,
 11.0 , 120.0 , (10.0), -   , (1.0), -   , (3.0), (1.0), -   , 12.0 , 10.0 , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 11.0 , 124.0 , (15.0), 1.0 , 1.0 , 3.0 , 3.0 , (12.0), (6.0), (150.0), -   , -   ,,
 10.0 , 176.0 , 9.0 , 1.0 , 1.0 , 2.0 , 2.0 , 99.0 , (9.0)," 2,571.0 ", -   , -   ,,
 11.0 , -   , -   , -   , -   , -   , -   , -   , -   , 65.0 , 31.0 , -   ,,
 10.0 , 47.0 , 34.0 , -   , -   , -   , -   , -   , -   , (3.0), 31.0 , -   ,,
 10.0 , 174.0 , 2.0 , 1.0 , -   , 4.0 , 2.0 , 45.0 , (3.0), (43.0), -   , -   ,,
 10.0 , 219.0 , (2.0), 2.0 , (1.0), 3.0 , -   , 90.0 , 1.0 ," (1,163.0)", (3.0), -   ,,
 10.0 , 133.0 , 78.0 , -   , -   , -   , -   , 167.0 , 7.0 , (97.0), 7.0 , -   ,,
 10.0 , 95.0 , (1.0), 7.0 , 7.0 , 3.0 , 3.0 , 43.0 , -   , (74.0), (8.0), -   ,,
 10.0 , 29.0 , -   , -   , -   , -   , -   , 1.0 , -   , 1.0 , 2.0 , -   ,,
 9.0 , 87.0 , (49.0), -   , (8.0), -   , (3.0), (24.0), -   , (728.0), 1.0 , -   ,,
 11.0 , 153.0 , 4.0 , 1.0 , -   , 3.0 , -   , 102.0 , 1.0 , 127.0 , -   , -   ,,
 10.0 , 177.0 , (2.0), -   , -   , -   , -   , (5.0), (2.0), 265.0 , -   , -   ,,
 10.0 , 141.0 , (6.0), 1.0 , 1.0 , -   , -   , (1.0), (6.0), (333.0), (1.0), 1.0 ,,
 10.0 , 135.0 , 46.0 , -   , -   , -   , -   , 28.0 , 1.0 , (3.0), 3.0 , -   ,,
 11.0 , 45.0 , (7.0), -   , -   , -   , -   , 212.0 , -   , 14.0 , -   , -   ,,
 10.0 , 201.0 , 73.0 , -   , (1.0), -   , (3.0), 122.0 , 5.0 , 19.0 , -   , -   ,,
 10.0 , 172.0 , -   , -   , (3.0), -   , (3.0), 7.0 , 3.0 , (105.0), (13.0), -   ,,
 5.0 , 56.0 , (66.0), 1.0 , 1.0 , 3.0 , 3.0 , (22.0), (6.0), (227.0), -   , -   ,,
 10.0 , 100.0 , 46.0 , -   , -   , -   , -   , 21.0 , 1.0 , (4.0), (15.0), -   ,,
 11.0 , 105.0 , (8.0), -   , -   , -   , -   , (24.0), -   ," 1,222.0 ", -   , -   ,,
 10.0 , 209.0 , 3.0 , -   , -   , -   , -   , 50.0 , 3.0 ," (1,733.0)", 4.0 , -   ,,
 11.0 , 98.0 , 36.0 , -   , -   , -   , -   , (8.0), 2.0 , (13.0), (22.0), -   ,,
 11.0 , 75.0 , (10.0), 1.0 , 1.0 , 3.0 , 3.0 , 8.0 , -   , (22.0), -   , -   ,,
 9.0 , -   , (45.0), -   , -   , -   , -   , (15.0), -   , (961.0), 9.0 , 1.0 ,,
 9.0 , 112.0 , 1.0 , 1.0 , 1.0 , 3.0 , 3.0 , 19.0 , 1.0 , (317.0), (4.0), -   ,,
 10.0 , 93.0 , (11.0), -   , -   , -   , -   , 2.0 , (4.0), 15.0 , (8.0), -   ,,
 10.0 , 161.0 , 13.0 , -   , (1.0), -   , (3.0), 31.0 , -   ," 2,215.0 ", (1.0), -   ,,
 11.0 , 162.0 , (24.0), -   , (3.0), -   , (3.0), (9.0), (2.0), (21.0), 4.0 , -   ,,
 10.0 , 219.0 , 22.0 , -   , -   , -   , -   , 46.0 , (6.0), 100.0 , -   , -   ,,
 10.0 , 179.0 , (6.0), 1.0 , (1.0), 3.0 , -   , 6.0 , (5.0), 41.0 , -   , -   ,,
 10.0 , 154.0 , 42.0 , -   , -   , -   , -   , 3.0 , 3.0 ," 2,175.0 ", (8.0), -   ,,
 11.0 , 88.0 , (90.0), -   , -   , -   , -   , (2.0), (3.0), (120.0), -   , -   ,,
 11.0 , 75.0 , (4.0), -   , (1.0), -   , (2.0), 48.0 , -   , (1.0), -   , -   ,,
 10.0 , 83.0 , 20.0 , -   , (1.0), -   , (3.0), (13.0), 1.0 , (445.0), -   , -   ,,
 11.0 , 177.0 , 21.0 , 2.0 , (2.0), 2.0 , (0.5), 45.0 , (1.0), (44.0), 3.0 , -   ,,
 11.0 , -   , (9.0), -   , -   , -   , -   , (1.0), -   , -   , (106.0), -   ,,
 11.0 , 57.0 , (20.0), -   , (3.0), -   , (3.0), (37.0), -   , 68.0 , -   , -   ,,
 10.0 , 5.0 , -   , 1.0 , 1.0 , 3.0 , 3.0 , (1.0), -   , -   , (102.0), -   ,,
 10.0 , 14.0 , -   , -   , -   , -   , -   , -   , -   , 4.0 , 31.0 , 1.0 ,,
 10.0 , 57.0 , -   , -   , -   , -   , -   , 3.0 , -   , (134.0), 10.0 , -   ,,
 10.0 , 159.0 , 38.0 , -   , -   , -   , -   , -   , 2.0 , (242.0), -   , -   ,,
 11.0 , 111.0 , 27.0 , -   , (2.0), -   , (3.0), (9.0), 1.0 , 692.0 , 3.0 , -   ,,
 11.0 , 90.0 , 4.0 , -   , -   , -   , -   , (29.0), (1.0), (37.0), 5.0 , -   ,,
 6.0 , 144.0 , 2.0 , -   , (2.0), -   , (3.0), (3.0), -   , 91.0 , (1.0), -   ,,
 11.0 , 177.0 , 2.0 , -   , -   , -   , -   , 19.0 , -   , (178.0), -   , -   ,,
 11.0 , 60.0 , (1.0), -   , -   , -   , -   , 45.0 , -   , (9.0), (1.0), -   ,,
 10.0 , 139.0 , (16.0), -   , -   , -   , -   , (10.0), (1.0), 69.0 , -   , -   ,,
 7.0 , 23.0 , (12.0), -   , -   , -   , -   , (5.0), -   , (83.0), 10.0 , -   ,,
 10.0 , 52.0 , (15.0), -   , -   , -   , -   , (4.0), -   , 465.0 , -   , -   ,,
 11.0 , 143.0 , (3.0), 4.0 , 1.0 , 2.8 , (0.3), (3.0), (2.0), (206.0), -   , -   ,,
 10.0 , 178.0 , 3.0 , 2.0 , 1.0 , 3.0 , -   , 67.0 , -   , (650.0), -   , -   ,,
 9.0 , 88.0 , 21.0 , 5.0 , 5.0 , 3.0 , 3.0 , 114.0 , -   , (95.0), (1.0), -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , (1.0), -   , (1.0), 2.0 , -   ,,
 10.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 7.0 , 117.0 , 31.0 , 1.0 , (1.0), 3.0 , -   , 65.0 , 4.0 , (1.0), (1.0), -   ,,
 3.0 , 10.0 , 10.0 , -   , -   , -   , -   , 18.0 , -   , -   , -   , -   ,,
 3.0 , 66.0 , 66.0 , -   , -   , -   , -   , 72.0 , -   , -   , -   , -   ,,
 9.0 , -   , (78.0), -   , -   , -   , -   , (4.0), (2.0), (915.0), 3.0 , 1.0 ,,
 10.0 , 208.0 , (14.0), 2.0 , -   , 3.0 , -   , 91.0 , (9.0), (168.0), -   , -   ,,
 10.0 , 104.0 , 8.0 , 2.0 , 1.0 , 3.0 , -   , 73.0 , -   , (36.0), (1.0), -   ,,
 10.0 , 163.0 , 36.0 , 1.0 , 1.0 , 2.0 , 2.0 , (3.0), 1.0 , (420.0), (2.0), -   ,,
 10.0 , 73.0 , (25.0), -   , -   , -   , -   , (11.0), -   ," (2,060.0)", (1.0), -   ,,
 10.0 , 188.0 , 15.0 , 2.0 , (1.0), 3.0 , -   , 67.0 , -   , (113.0), (1.0), -   ,,
 10.0 , 94.0 , (57.0), -   , -   , -   , -   , (22.0), (1.0), (157.0), -   , -   ,,
 10.0 , 188.0 , 16.0 , 2.0 , 1.0 , 3.0 , -   , 152.0 , 8.0 , 70.0 , -   , -   ,,
 9.0 , 145.0 , 50.0 , -   , -   , -   , -   , 110.0 , -   , 8.0 , -   , -   ,,
 8.0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31.0 , -   ,,
 10.0 , 139.0 , (40.0), 1.0 , -   , 3.0 , -   , 49.0 , (4.0), (625.0), -   , -   ,,
 10.0 , 38.0 , (47.0), -   , -   , -   , -   , (4.0), (2.0), (10.0), (3.0), -   ,,
 10.0 , 130.0 , -   , -   , -   , -   , -   , 10.0 , -   , (580.0), 1.0 , -   ,,
 9.0 , 16.0 , (70.0), -   , -   , -   , -   , (3.0), (1.0), (29.0), (18.0), -   ,,
 9.0 , 90.0 , 15.0 , -   , -   , -   , -   , 3.0 , -   , 15.0 , 23.0 , -   ,,
 10.0 , 91.0 , 15.0 , -   , -   , -   , -   , (1.0), -   , -   , -   , -   ,,
